,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
814,neil sedaka,another sleepless night,1959,pop,sleepless night sleepless night twilight time till memories linger say goodbye say goodbye sleepless night sleepless night matter mind go shadow fall recall miss light think things heart heart sight sight lonely teardrops burn toss turn sleepless night sleepless night heart heart sight sight lonely teardrops burn toss turn sleepless night sleepless night,53,0.001349528,0.001349528,0.001349528,0.349426249,0.001349528,0.001349528,0.090922939,0.096317741,0.001349528,0.001349528,0.001349528,0.200912269,0.001349528,0.001349528,0.204458727,0.040418216,0.398895267,0.777658129,0.61947753,0,0.776380874,0.652641804,night/time,0.871428571
815,bobby darin,it ain't necessarily so,1959,pop,necessarily necessarily things liable read bible necessarily know small little small fight goliath die little small live whale live whale home fish abdomen reside whale necessarily necessarily tell children devil villain necessarily methuselah live years methuselah live years call live girls gonna years necessarily necessarily things liable read bible necessarily necessarily necessarily,52,0.001814882,0.161923578,0.36521203,0.001814882,0.001814882,0.085583026,0.001814882,0.061577275,0.001814882,0.001814882,0.222195559,0.001814882,0.043327169,0.001814882,0.001814882,0.001814882,0.633921802,0.418634464,0.947791112,0,0.380667766,0.078249491,world/life,0.871428571
816,johnny mathis,stranger in paradise,1959,pop,leave mulberry tree whisper differently nightingale sing noon mulberry bough mysterious reason isnâ garden knowâ paradise garden moment hand stranger paradise lose wonderland stranger paradise stand starryeyed danger paradise mortals stand like face ascend commonplace rare space hang suspend know care answer fervent prayer stranger paradise send dark despair hunger open arm stranger paradise tell need stranger,57,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.103134466,0.221074825,0.001814882,0.048526492,0.001814882,0.001814882,0.097929153,0.001814882,0.503926715,0.001814882,0.181197877,0.622875163,0.8353412,2.29E-06,0.151896125,0.366346577,sadness,0.871428571
825,bobby darin,that's the way love is,1959,pop,feel small suddenly feet tall walk room gloomy room glow go drag alive wink wrinkle nose go world oldest unsolved riddle kind game come answer better gunga tingle hit deep tire sleep word know go world oldest unsolved riddle kind game come answer better gunga tingle hit deep tire sleep word know go go go,55,0.001349528,0.407698659,0.0913796,0.001349528,0.001349528,0.001349528,0.001349528,0.250648922,0.001349528,0.001349528,0.001349528,0.054181385,0.001349528,0.001349528,0.001349528,0.177198047,0.563522149,0.867471733,0.642569922,0,0.696001649,0.587574707,violence,0.871428571
827,johnny mathis,a ride on a rainbow,1959,pop,ride rainbow starry eye rainbow night whirl rainbow kiss girl rainbow night girl seek manner speak right embrace space explain take rainbow ride night night night girl seek manner speak certainly right embrace space explain take rainbow ride night,39,0.002105263,0.002105263,0.002105263,0.301917262,0.002105263,0.002105263,0.002105263,0.116049817,0.002105263,0.002105263,0.177525451,0.186812398,0.002105263,0.188221387,0.002105263,0.002105263,0.197443951,0.608696767,0.833333166,1.39E-06,0.131286068,0.339318705,night/time,0.871428571
830,johnny mathis,someone,1959,pop,guess need guess want kiss hold tight want night want hello know look eye know realize guess know know want kiss hold tight want night want hello know look eye know realize guess know know know know,37,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.32702285,0.498703063,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.202859309,0.653642028,0.769076073,1.39E-06,0.151896125,0.317295996,romantic,0.871428571
835,"blood, sweat & tears",you've made me so very happy,1959,pop,lose close door say child choose havin treat kind lose mind come life untrue come lovin spend life cause come take control touch soul lovin thank baby yeah yeah dream hear baby hear call want thank baby thank baby come life mmmm want thank girl life wanna thank wanna spend life thank thank baby thank baby thank baby thank baby,60,0.32722884,0.000907441,0.406966232,0.000907441,0.038487765,0.000907441,0.032946609,0.000907441,0.000907441,0.055061162,0.000907441,0.000907441,0.000907441,0.000907441,0.000907441,0.000907441,0.358821618,0.647719406,0.296184032,0,0.486809563,0.496480771,world/life,0.871428571
836,jackie wilson,someone to need me (as i need you),1959,pop,want eternity dream gladly madly need badly need someday fall someday darling fall,13,0.005263158,0.005263158,0.005263158,0.005263158,0.191839048,0.005263159,0.158815901,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.441754014,0.005263158,0.506119354,0.712099069,0.739959578,0,0.77844188,0.486470448,sadness,0.871428571
839,ricky nelson,i can't help it (if i'm still in love with you),1959,pop,today pass street heart fell feet help somebody stand look satisfy help picture past come slowly steal brush walk close suddenly time feel help hard know lips kiss hold heaven know miss help,33,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.180508067,0.178446682,0.001644737,0.001644737,0.001644737,0.199482487,0.001644737,0.001644737,0.001644737,0.323751472,0.094784975,0.694573811,0.687075353,0.494979413,0.015991903,0.674361088,0.44743019,sadness,0.871428571
841,ricky nelson,it's all in the game,1959,pop,tear fall game wonderful game know word future lookin things hearts rise game soon sweet bouquet kiss lips caress wait finger tip hearts away,24,0.002506266,0.002506266,0.133112523,0.002506266,0.002506266,0.002506266,0.202054293,0.002506266,0.159194649,0.002506266,0.002506266,0.091535314,0.002506266,0.002506266,0.379015501,0.002506266,0.356655475,0.576417199,0.073894653,4.22E-06,0.386850783,0.230206189,sadness,0.871428571
842,jerry lee lewis,your cheating heart,1960,pop,cheat heart weep sleep sleep come night cheat heart tell tear come like fall rain toss gonna walk floor cheat heart gonna tell tear come,25,0.204739608,0.002506266,0.002506266,0.129818188,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.474607072,0.002506266,0.497454782,0.613363075,0.599397188,2.62E-06,0.779472383,0.691682063,sadness,0.857142857
843,sam cooke,the japanese farewell song,1960,pop,time come sayonara heart eternity know time sayonara promise return someday remember romance face moon star hold close sayonara promise near heart remember romance face moon star hold close sayonara promise near heart near heart,35,0.001697793,0.001697793,0.24782074,0.001697793,0.001697793,0.001697793,0.331030497,0.001697793,0.001697793,0.001697793,0.001697793,0.232921575,0.001697793,0.001697793,0.162760295,0.001697793,0.382649193,0.618721637,0.831325132,0,0.537304204,0.28826606,romantic,0.857142857
845,the brothers four,i am a roving gambler,1960,pop,rovin gambler gamble deck caaards money money money gamble gaambled maine head tenesseeeeee knock game knock game knock game weeks fell pretty little gaaal fell fell fell take parlor cool whisper mother eeear gamblin gamblin gamblin wouldn railroad reason see railroad maaan wouldn tell wife tell wife wouldn tell wife mother dear mother tell comin baaack gamblin gamblin gamblin rovin gambler gamble deck caaards money money money deck caaards money money money,72,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.04700535,0.162030253,0.352016075,0.00122399,0.349676518,0.00122399,0.07213594,0.00122399,0.00122399,0.00122399,0.492039424,0.551214009,0.486947276,0,0.964962902,0.423405416,obscene,0.857142857
846,bobby darin,christmas auld land syne,1960,pop,mistletoe tinsel glow paint yuletide home know christmas auld lang syne gather round tree voice combine sweet accord thank lord christmas auld lang syne sleigh bell ring choir sing children face shine share christmas auld lang syne sing praise days pray year time near share cheer christmas auld lang syne sweet accord thank lord christmas auld lang syne,58,0.001949318,0.001949318,0.248288318,0.001949318,0.001949318,0.117792294,0.001949318,0.001949318,0.001949318,0.366239205,0.001949318,0.193922516,0.046467218,0.001949318,0.001949318,0.001949318,0.229936099,0.610953004,0.901606327,0,0.320898599,0.313291867,music,0.857142857
849,miriam makeba,"lakutshn, ilanga",1960,pop,tell lovely lie lovely eye leave embrace take place kiss make come heart wise lovely lie devil woman entice beguilin devil woman hurt smilin lose masquerade heart play pay break prize lovely lie,33,0.001949318,0.247076278,0.001949318,0.001949318,0.001949318,0.001949318,0.320229329,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.401505307,0.001949318,0.35340626,0.443042843,0.943775044,0,0.338417148,0.046216458,sadness,0.857142857
850,the everly brothers,"oh, true love",1960,pop,true true need need true arm true mellow grow mellow grow leave forever cause leave cause true baby great baby cool baby friends green envy naturally make dream come true baby forever dreamin dreamin true know true sweet,38,0.21434499,0.001594896,0.001594896,0.001594896,0.001594897,0.001594896,0.319572255,0.255189992,0.001594896,0.001594896,0.001594896,0.042217416,0.040226456,0.001594896,0.001594896,0.001594896,0.356655475,0.61918314,0.414658047,1.28E-06,0.844394064,0.636625288,romantic,0.857142857
854,the everly brothers,you thrill me (through and through),1960,pop,thrill thrill baby baby thrill thrill thrill hold thrill kiss thrill thrill trhough tender touch mmmm mmmm baby ahha thrill lose kill baby baby thrill thrill tender touch mmmm mmmm baby ahha thrill lose kill baby baby thrill thrill thrill,40,0.252243797,0.067352423,0.001644737,0.001644737,0.001644737,0.001644737,0.594146886,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.411892126,0.589570033,0.596385137,1.17E-06,0.649629019,0.471454964,romantic,0.857142857
855,fats domino,three nights a week,1960,pop,nights week go nights week long know doin wrong baby stay home phone pretendin home know go baby stay home go lonely go heart beat nights week go nights week long nights week baby stay home,36,0.113489495,0.001461988,0.001461988,0.391541194,0.001461988,0.001461988,0.001461988,0.001461988,0.102970009,0.174000666,0.001461988,0.001461988,0.001461988,0.001461988,0.060537798,0.138454989,0.546193003,0.572648258,0.456826764,1.37E-05,0.772258862,0.295273286,night/time,0.857142857
857,patti page,with my eyes wide open i'm dreaming,1960,pop,eye wide open dream true hold close heart eye wide open dream share afraid close eye afraid lovely thrill silly illusion eye wide open dream deserve break pinch prove awake believe monologue darlin eye wide open dreamin true holdin close heart know eye wide open dreamin afraid close eye afraid dreamin silly illusion eye wide open dream deserve break pinch prove awake believe,63,0.001031992,0.001031992,0.05397497,0.001031992,0.001031992,0.001031992,0.229659966,0.001031992,0.001031992,0.001031992,0.001031992,0.289698022,0.001031992,0.001031992,0.411187165,0.001031992,0.527780786,0.546368228,0.884538037,0,0.254946414,0.081552897,sadness,0.857142857
860,fats domino,don't come knockin',1960,pop,come knockin door want round round tell tell twice gonna treat right treat right gonna treat right wrong steal go baby baby right gonna treat right treat right gonna treat right wrong take go baby baby right gonna treat right treat right gonna treat right,45,0.412167759,0.001169591,0.001169591,0.316950433,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.050247224,0.572186722,0.60751737,0.308232237,0.000837045,0.967023908,0.409390964,night/time,0.857142857
868,brook benton,september song,1960,pop,long long till december days grow short reach september autumn weather turn leave flame hasn time wait game days dwindle precious september november precious days spend precious days spend meet young early spring court song rhyme songs clover ring examine goods bring little offer songs sing plentiful waste time plentiful waste time long long till december pause instrumental phrase pause instrumental phrase autumn weather turn leave flame pause instrumental phrase pause instrumental phrase days dwindle precious september november precious days spend precious days spend,84,0.001096491,0.001096491,0.315302008,0.304847098,0.001096491,0.024330617,0.001096491,0.001096491,0.001096491,0.237883736,0.001096491,0.102285664,0.001096491,0.001096491,0.001096491,0.001096491,0.222354598,0.529779761,0.940762993,2.63E-05,0.262159934,0.187161801,world/life,0.857142857
